Date,Open,High,Low,Close,Adj Close,Volume
2017-10-13,40.779999,41.169998,40.32,40.400002,40.400002,35371200
2017-10-16,40.880001,41.57,40.509997999999996,41.490002000000004,41.490002000000004,33696800
2017-10-17,41.139998999999996,41.400002,40.25,40.389998999999996,40.389998999999996,41233700
2017-10-18,41.040001000000004,41.950001,40.810001,41.650002,41.650002,43528000
2017-10-19,41.18,41.5,39.799999,41.310001,41.310001,47676000
2017-10-20,42.0,42.169998,41.439999,41.5,41.5,36293700
2017-10-23,41.849998,42.189999,41.400002,41.560001,41.560001,26844200
2017-10-24,41.740002000000004,42.009997999999996,41.43,41.599998,41.599998,26299400
2017-10-25,41.310001,41.59,40.310001,41.060001,41.060001,31061100
2017-10-26,41.169998,41.18,40.310001,40.599998,40.599998,27453500
2017-10-27,40.59,40.939999,40.040001000000004,40.849998,40.849998,31094700
2017-10-30,40.73,41.860001000000004,40.68,41.650002,41.650002,29119500
2017-10-31,42.25,44.57,42.200001,44.310001,44.310001,61972200
2017-11-01,44.790001000000004,45.330002,43.779999,44.380001,44.380001,38842900
2017-11-02,44.080002,44.75,43.720001,44.34,44.34,25813000
2017-11-03,44.77,45.0,43.349998,43.709998999999996,43.709998999999996,27694600
2017-11-06,43.849998,44.009997999999996,42.450001,43.25,43.25,28841000
2017-11-07,43.580002,44.240002000000004,43.330002,43.950001,43.950001,32422900
2017-11-08,43.849998,44.139998999999996,43.450001,44.09,44.09,19519600
2017-11-09,43.689999,43.689999,42.580002,43.5,43.5,32501100
2017-11-10,43.759997999999996,44.849998,43.709998999999996,44.779999,44.779999,33840800
2017-11-13,44.330002,45.869999,44.189999,45.599998,45.599998,30522300
2017-11-14,45.580002,46.0,44.799999,45.799999,45.799999,29899200
2017-11-15,45.189999,45.740002000000004,44.619999,45.360001000000004,45.360001000000004,22434500
2017-11-16,45.73,46.290001000000004,45.290001000000004,46.18,46.18,24192600
2017-11-17,46.540001000000004,46.549999,45.73,46.16,46.16,22613300
2017-11-20,46.509997999999996,47.860001000000004,46.400002,47.639998999999996,47.639998999999996,26975000
2017-11-21,48.360001000000004,49.630001,48.150002,49.400002,49.400002,35756600
2017-11-22,49.849998,49.889998999999996,48.619999,49.139998999999996,49.139998999999996,28711800
2017-11-24,49.32,49.880001,49.029999,49.68,49.68,14203300
2017-11-27,47.959998999999996,48.389998999999996,47.09,48.049999,48.049999,44469700
2017-11-28,48.450001,48.860001000000004,47.82,47.93,47.93,30633200
2017-11-29,47.5,47.599998,43.27,43.740002000000004,43.740002000000004,81370100
2017-11-30,44.16,44.540001000000004,41.860001000000004,42.389998999999996,42.389998999999996,63895700
2017-12-01,41.73,42.549999,40.009997999999996,41.990002000000004,41.990002000000004,73138600
2017-12-04,41.950001,42.290001000000004,39.07,39.900002,39.900002,73640500
2017-12-05,39.77,42.049999,39.419998,41.209998999999996,41.209998999999996,56540700
2017-12-06,40.82,41.740002000000004,40.299999,41.580002,41.580002,39735300
2017-12-07,42.18,43.23,41.91,43.200001,43.200001,43189000
2017-12-08,44.040001000000004,44.580002,42.869999,43.209998999999996,43.209998999999996,44717800
2017-12-11,43.419998,43.75,42.330002,43.009997999999996,43.009997999999996,32824000
2017-12-12,42.689999,42.849998,41.709998999999996,41.860001000000004,41.860001000000004,28492300
2017-12-13,42.220001,43.099998,41.970001,42.049999,42.049999,28565600
2017-12-14,42.290001000000004,42.73,41.880001,42.240002000000004,42.240002000000004,24582800
2017-12-15,42.299999,42.560001,41.889998999999996,42.400002,42.400002,58721700
2017-12-18,43.369999,43.73,42.990002000000004,43.709998999999996,43.709998999999996,35075500
2017-12-19,44.09,44.34,43.299999,43.98,43.98,51048300
2017-12-20,46.650002,46.799999,44.860001000000004,45.75,45.75,84338200
2017-12-21,45.549999,45.580002,44.349998,44.419998,44.419998,50486100
2017-12-22,44.18,44.939999,43.939999,44.119999,44.119999,30372500
2017-12-26,43.189999,43.200001,41.52,42.25,42.25,41966200
2017-12-27,42.220001,43.07,42.029999,42.48,42.48,24175100
2017-12-28,42.830002,43.049999,41.75,41.810001,41.810001,28999700
2017-12-29,41.82,41.84,40.77,41.119999,41.119999,44642100
